IDFolio,IDPersona,AgnoNacimiento,IDSexo,IDRelacionJefeHogar,IDEstudios,IDLugarEstudios,IDTituloProfesional,IDActividad,trabajaEnCasa,frecuenciaTrabajoCasaId,IDJornadaTrabajo,IngresoLiquido,IDTipoIngreso,Observaciones,EfectuaViajes,NumeroViajes,Factor,noviaja,ademasTrabaja,ademasEstudia
29061906,3,1982,2,2,6,6,0,14,0,0,0,0,0,Sin Observación,1,6,23.445370216627182,0,0,0
29061906,4,2009,2,3,8,4,0,14,0,0,0,0,0,Sin Observación,1,2,23.445370216627182,0,0,0
29063901,1,1929,2,0,3,0,0,9,0,0,0,165000,1,Sin Observación,0,0,23.445370216627182,0,0,0
29063902,1,1946,1,0,1,0,0,9,0,0,0,275000,1,Sin Observación,1,4,23.445370216627182,0,1,0
29063902,2,1946,2,1,1,0,0,9,0,0,0,105000,1,Sin Observación,1,2,23.445370216627182,0,0,0
29063903,1,1947,2,0,4,0,0,9,0,0,0,165000,1,"ESTA SACANDO SU ENSEÑANZA MEDIA EN UN COLEGIO DE ADULTO MAYOR ,LO CUAL TIENE SU ",1,2,23.445370216627182,0,0,1
29063904,1,1944,1,0,4,0,0,9,0,0,0,275000,1,Sin Observación,1,4,23.445370216627182,0,0,0
29063904,2,1945,2,1,4,0,0,9,0,0,0,105000,1,Sin Observación,0,0,23.445370216627182,0,0,0
29065011,1,1949,2,0,4,0,0,9,0,0,0,105000,1,Sin Observación,1,4,23.445370216627182,0,0,0
29065011,2,1978,1,2,5,0,1,1,0,0,1,275000,1,Sin Observación,0,0,23.445370216627182,0,0,0
29065011,3,1980,2,2,5,0,1,1,0,0,1,225000,1,Sin Observación,1,2,23.445370216627182,0,0,0
29065014,1,1971,1,0,4,0,0,4,0,0,1,225000,1,Sin Observación,1,2,23.445370216627182,0,0,0
29065014,2,1995,2,2,4,0,0,11,0,0,0,0,0,Sin Observación,1,4,23.445370216627182,0,0,0
29065014,3,1992,1,3,4,0,0,4,0,0,1,275000,1,Sin Observación,1,4,23.445370216627182,0,0,0
29065014,4,2011,2,3,1,2,0,14,0,0,0,0,0,Sin Observación,1,2,23.445370216627182,0,0,0
29065015,1,1984,2,0,5,0,1,4,0,0,1,350000,1,Sin Observación,1,2,23.445370216627182,0,0,0
29065015,2,1987,1,1,5,0,0,4,0,0,1,350000,1,Sin Observación,1,2,23.445370216627182,0,0,0
29065016,1,1942,2,0,3,0,0,9,0,0,0,165000,1,Sin Observación,0,0,23.445370216627182,0,0,0
29065016,2,1944,2,4,3,0,0,9,0,0,0,225000,1,Sin Observación,0,0,23.445370216627182,0,0,0
29066012,1,1955,2,0,3,0,0,9,0,0,0,165000,1,Sin Observación,1,2,23.445370216627182,0,0,0
29066023,1,1956,2,0,4,0,0,4,0,0,1,225000,1,,1,2,23.445370216627182,0,0,0
29066023,2,1980,1,2,6,6,0,14,0,0,0,0,0,Sin Observación,1,2,23.445370216627182,0,0,0
29066023,3,1929,2,3,3,0,0,9,0,0,0,105000,1,"SOLO SALE EL DIA DEL PAGO, ACOMPAÑADA",0,0,23.445370216627182,0,0,0
29066027,1,1971,1,0,5,0,1,1,0,0,1,350000,1,Sin Observación,1,2,23.445370216627182,0,0,0
29066027,2,1976,2,1,5,0,1,1,0,0,1,350000,1,Sin Observación,0,0,23.445370216627182,0,0,0
29066027,3,2005,2,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,23.445370216627182,0,0,0
29066028,1,1987,1,0,4,0,0,4,0,0,1,625000,1,Sin Observación,1,2,23.445370216627182,0,0,0
29066028,2,1990,2,3,4,0,0,4,0,0,1,475000,1,Sin Observación,0,0,23.445370216627182,0,0,0
29066028,3,1984,1,4,4,0,0,4,0,0,1,475000,1,Sin Observación,0,0,23.445370216627182,0,0,0
29068007,1,1952,2,0,4,0,0,9,0,0,0,165000,1,Sin Observación,1,2,23.445370216627182,0,0,0
29068007,2,1982,2,2,5,0,1,12,0,0,0,0,0,Sin Observación,1,2,23.445370216627182,0,0,0
29068009,1,1951,1,0,3,0,0,5,0,0,2,275000,1,Sin Observación,1,2,23.445370216627182,0,0,0
29068009,2,1957,2,1,4,0,0,11,0,0,0,0,0,Sin Observación,1,2,23.445370216627182,0,0,0
29068009,3,1982,1,2,4,0,0,4,0,0,1,275000,1,Sin Observación,1,2,23.445370216627182,0,0,0
29068014,1,1943,2,0,4,0,0,9,0,0,0,105000,1,Sin Observación,0,0,23.445370216627182,0,0,0
29068017,1,1950,1,0,4,0,0,4,0,0,1,350000,1,Sin Observación,1,4,23.445370216627182,0,0,0
29068017,2,1950,2,1,4,0,0,4,0,0,1,165000,1,,1,4,23.445370216627182,0,0,0
29068017,3,1985,1,2,7,0,1,1,0,0,1,40000,1,YA NO VIVE EN ESTA DIRECCION,0,0,23.445370216627182,0,0,0
29074002,1,1937,1,0,3,0,0,9,0,0,0,275000,1,Sin Observación,1,2,23.445370216627182,0,0,0
29074002,2,1945,2,1,4,0,0,9,0,0,0,165000,1,Sin Observación,1,4,23.445370216627182,0,0,0
29074005,1,1947,2,0,3,0,0,11,0,0,0,165000,1,Sin Observación,1,2,23.445370216627182,0,1,0
29074005,2,1983,2,2,6,6,0,14,0,0,0,350000,1,Sin Observación,1,7,23.445370216627182,0,1,0
29074005,3,2005,2,3,3,4,0,14,0,0,0,0,0,Sin Observación,1,3,23.445370216627182,0,0,0
29074007,1,1939,1,0,3,0,0,9,0,0,0,275000,1,Sin Observación,1,2,23.445370216627182,0,1,0
29074007,2,1943,2,1,3,0,0,11,0,0,0,105000,1,Sin Observación,1,2,23.445370216627182,0,0,0
29074007,3,1984,2,3,4,0,0,12,0,0,0,0,0,Sin Observación,0,0,23.445370216627182,0,0,0
29074014,1,1973,1,0,4,0,0,4,0,0,1,475000,1,Sin Observación,1,2,23.445370216627182,0,0,0
29074014,2,1985,2,1,4,0,0,4,0,0,1,350000,1,Sin Observación,1,2,23.445370216627182,0,0,0
29074014,3,2007,1,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,23.445370216627182,0,0,0
29074014,4,2010,2,2,2,2,0,14,0,0,0,0,0,Sin Observación,1,2,23.445370216627182,0,0,0
29074014,5,1951,2,3,3,0,0,4,0,0,1,225000,1,Sin Observación,1,4,23.445370216627182,0,0,0
30001013,1,1978,1,0,7,0,1,4,0,0,1,800000,1,Sin Observación,1,9,36.066681906730814,0,0,0
30001013,2,1979,2,1,7,0,1,4,0,0,1,475000,1,Sin Observación,1,2,36.066681906730814,0,0,0
30001017,1,1960,1,0,4,0,0,4,0,0,1,275000,1,Sin Observación,1,4,36.066681906730814,0,0,0
30001017,2,1963,2,1,4,0,0,11,0,0,0,0,0,Sin Observación,1,2,36.066681906730814,0,0,0
30001018,1,1958,1,0,3,0,0,4,0,0,1,275000,1,Sin Observación,1,2,36.066681906730814,0,0,0
30001018,2,1970,2,1,4,0,0,6,0,0,3,165000,1,Sin Observación,1,4,36.066681906730814,0,0,0
30001018,3,2006,2,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,4,36.066681906730814,0,0,0
30001019,1,1961,1,0,3,0,0,9,0,0,0,105000,1,Sin Observación,1,4,36.066681906730814,0,1,0
30004006,1,1945,1,0,7,0,1,9,0,0,0,225000,1,Sin Observación,1,3,36.066681906730814,0,0,0
30004006,2,1947,2,3,7,0,1,9,0,0,0,165000,1,Sin Observación,1,2,36.066681906730814,0,0,0
30004014,1,1958,2,0,4,0,0,3,1,1,1,350000,1,Sin Observación,1,2,36.066681906730814,0,0,0
30004014,2,1981,1,2,7,0,1,1,0,0,1,625000,1,El ingreso mensual lo da la mama  ya que el nose encuentra en el hogar trabaja f,1,3,36.066681906730814,0,0,0
30004015,1,1979,1,0,4,0,0,3,0,0,3,225000,1,El ingreso es aproximado ya que trabaja de  forma independiente en su negocio ,1,4,36.066681906730814,0,0,0
30004015,2,1950,2,3,3,0,0,11,0,0,0,275000,1,,1,2,36.066681906730814,0,0,0
30004015,3,1940,1,3,3,0,0,9,0,0,0,40000,1,,0,0,36.066681906730814,0,0,0
30004901,1,1967,1,0,7,0,1,4,0,0,1,475000,1,Sin Observación,1,7,36.066681906730814,0,0,0
30004901,2,1971,2,1,5,0,1,4,0,0,1,225000,1,Sin Observación,1,2,36.066681906730814,0,0,0
30007031,1,1952,1,0,4,0,0,9,0,0,0,350000,1,Sin Observación,1,2,36.066681906730814,0,1,0
30007031,2,1980,1,2,6,6,0,14,0,0,0,0,0,Sin Observación,1,3,36.066681906730814,0,0,0
30007031,3,1984,2,2,7,0,1,1,0,0,1,475000,1,Sin Observación,1,5,36.066681906730814,0,0,0
30007033,1,1937,1,0,4,0,0,9,0,0,0,165000,1,Sin Observación,0,0,36.066681906730814,0,0,0
30007033,2,1943,2,1,4,0,0,11,0,0,0,0,0,Sin Observación,0,0,36.066681906730814,0,0,0
30007033,3,1969,2,2,4,0,0,4,0,0,1,275000,1,Sin Observación,1,2,36.066681906730814,0,0,0
30007033,4,1995,2,3,6,6,0,14,0,0,0,0,0,Sin Observación,1,2,36.066681906730814,0,0,0
30007034,1,1956,1,0,4,0,0,3,0,0,1,350000,1,Sin Observación,1,2,36.066681906730814,0,0,0
30007034,2,1956,2,1,4,0,0,6,0,0,1,350000,1,Sin Observación,1,2,36.066681906730814,0,0,0
30007034,3,1989,1,2,4,0,0,12,0,0,0,0,0,Sin Observación,1,2,36.066681906730814,0,0,0
30007034,4,1981,2,2,4,0,0,11,0,0,0,0,0,Sin Observación,1,4,36.066681906730814,0,0,0
30007080,1,1973,2,0,4,0,0,11,0,0,0,0,0,Sin Observación,1,2,36.066681906730814,0,0,0
30007080,2,1972,1,1,7,0,1,3,0,0,1,350000,1,Sin Observación,1,2,36.066681906730814,0,0,0
30007080,3,1986,1,2,7,0,1,12,0,0,0,0,0,Sin Observación,0,0,36.066681906730814,0,0,0
30007080,4,1996,1,2,4,4,0,14,0,0,0,0,0,Sin Observación,1,2,36.066681906730814,0,0,0
30007080,5,1995,1,2,4,0,0,4,0,0,1,225000,1,Sin Observación,1,2,36.066681906730814,0,0,0
30007080,6,2005,2,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,36.066681906730814,0,0,0
31006001,1,1956,2,0,3,0,0,13,0,0,0,0,0,VIVE DE LO QUE LE DAN SUS HIJOS . NO RECIBE SUELDO NI TIENE PENSION,0,0,18.716467848347065,0,0,0
31006001,2,1998,1,3,4,4,0,14,0,0,0,0,0,DEPENDE DE SUS PADRES ,1,4,18.716467848347065,0,0,0
31006003,1,1961,1,0,4,0,0,4,0,0,1,625000,1,,1,8,18.716467848347065,0,0,0
31006003,2,1963,2,1,4,0,0,4,0,0,1,225000,1,,1,2,18.716467848347065,0,0,0
31006003,3,1987,1,2,6,6,0,14,0,0,0,165000,1,,1,4,18.716467848347065,0,1,0
31006003,4,1989,1,2,6,6,1,14,0,0,0,0,0,SOLO ESTUDIA,1,5,18.716467848347065,0,0,0
31006003,5,1991,1,2,6,6,0,14,0,0,0,0,0,AUN ESTUDIA Y NO TRABAJA,1,4,18.716467848347065,0,0,0
31006003,6,1996,1,2,4,4,0,14,0,0,0,0,0,ESTUDIA,1,2,18.716467848347065,0,0,0
31006008,1,1974,1,0,5,0,1,4,0,0,1,0,0,Sin Observación,1,4,18.716467848347065,0,0,0
31006008,2,1977,2,1,4,0,0,11,0,0,0,0,0,DEPENDE DE SU MARIDO,0,0,18.716467848347065,0,0,0
31006008,3,1994,1,2,4,4,0,14,0,0,0,0,0,DEPENDE DE SU PADRE ,1,2,18.716467848347065,0,0,0
31006008,4,2006,1,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,18.716467848347065,0,0,0
31006008,5,2008,1,2,2,3,0,14,0,0,0,0,0,Sin Observación,1,2,18.716467848347065,0,0,0
31006010,1,1935,2,0,3,0,0,9,0,0,0,275000,1,,0,0,18.716467848347065,0,0,0
31006010,2,1973,1,2,7,0,1,4,0,0,1,625000,1,,1,4,18.716467848347065,0,0,1
31006010,3,1976,2,2,4,0,0,4,0,0,1,350000,1,,1,6,18.716467848347065,0,0,0
31006010,4,1997,2,3,4,4,0,14,0,0,0,0,0,DEPENDE DE SUS PADRES ,1,5,18.716467848347065,0,0,0
31011007,1,1930,1,0,3,0,0,9,0,0,0,275000,1,Sin Observación,0,0,18.716467848347065,0,1,0
31011007,2,1923,2,1,3,0,0,9,0,0,0,225000,1,Sin Observación,0,0,18.716467848347065,0,0,0
31011007,3,1955,2,2,5,0,0,13,0,0,0,0,0,"NO TRABAJA , ELLA DEDICA  SU TIEMPO A CUIDAR A SUS PADRES .",0,0,18.716467848347065,0,0,0
31011008,1,1941,1,0,3,0,0,9,0,0,0,165000,1,Sin Observación,0,0,18.716467848347065,0,0,0
31011008,2,1992,1,2,3,0,0,4,0,0,1,225000,1,Sin Observación,0,0,18.716467848347065,0,0,0
31011017,1,1960,1,0,4,0,0,3,1,1,1,625000,1,,1,3,18.716467848347065,0,0,0
31011019,1,1961,1,0,4,0,0,4,0,0,1,625000,1,,1,9,18.716467848347065,0,0,0
31017003,1,1949,1,0,7,0,1,4,0,0,1,625000,1,Sin Observación,1,2,18.716467848347065,0,0,0
31017003,2,1959,2,1,4,0,0,11,0,0,0,0,0,Sin Observación,1,7,18.716467848347065,0,0,0
31017003,3,1984,2,2,7,6,1,14,0,0,0,0,0,Sin Observación,1,2,18.716467848347065,0,0,0
31017003,4,2005,2,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,18.716467848347065,0,0,0
31017007,1,1957,2,0,4,0,0,11,0,0,0,0,0,Sin Observación,1,3,18.716467848347065,0,0,0
31017007,2,1967,1,1,4,0,0,4,0,0,1,225000,1,Sin Observación,1,6,18.716467848347065,0,0,0
31017007,3,1996,2,2,4,4,0,14,0,0,0,0,0,Sin Observación,1,2,18.716467848347065,0,0,0
31017011,1,1984,1,0,5,0,1,4,0,0,1,275000,1,Sin Observación,1,2,18.716467848347065,0,0,0
31017011,2,1983,2,1,4,0,0,11,0,0,0,0,0,Sin Observación,1,5,18.716467848347065,0,0,0
31017011,3,2004,2,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,18.716467848347065,0,0,0
31017011,4,2008,2,2,2,4,0,14,0,0,0,0,0,Sin Observación,1,3,18.716467848347065,0,0,0
31017011,5,2012,2,2,1,2,0,14,0,0,0,0,0,Sin Observación,1,2,18.716467848347065,0,0,0
31017012,1,1963,2,0,4,0,0,7,0,0,3,165000,1,LA SRA FLEVIA TRABAJA TRES DIAS  POR SEMANA ,0,0,18.716467848347065,0,0,0
31017012,2,1990,1,2,6,6,0,14,0,0,0,0,0,,1,2,18.716467848347065,0,0,0
31024009,1,1953,2,0,4,0,0,11,0,0,0,0,0,Sin Observación,1,6,18.716467848347065,0,0,0
31024009,2,1995,1,2,4,4,0,14,0,0,0,0,0,Sin Observación,1,4,18.716467848347065,0,0,0
31024010,1,1973,1,0,5,0,1,3,0,0,1,625000,1,"Faltó ingresar el viaje 2, donde Carlos pasa a dejar a sus 2 hijas al colegio Do",1,3,18.716467848347065,0,0,0
31024010,2,1973,2,1,5,0,0,3,0,0,1,165000,1,Sin Observación,0,0,18.716467848347065,0,0,0
31024010,3,1997,2,2,4,4,0,14,0,0,0,0,0,Sin Observación,1,2,18.716467848347065,0,0,0
31024010,4,2003,1,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,18.716467848347065,0,0,0
31024010,5,2007,2,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,18.716467848347065,0,0,0
31024022,1,1929,1,0,3,0,0,9,0,0,0,165000,1,Sin Observación,1,2,18.716467848347065,0,0,0
31024022,2,1931,2,1,3,0,0,9,0,0,0,165000,1,Sin Observación,0,0,18.716467848347065,0,0,0
31024022,3,1981,2,3,4,0,0,4,0,0,1,165000,1,Sin Observación,1,2,18.716467848347065,0,0,0
31024023,1,1939,2,0,3,0,0,9,0,0,0,165000,1,Sin Observación,1,4,18.716467848347065,0,0,0
31027003,1,1925,1,0,4,0,0,9,0,0,0,225000,1,Sin Observación,0,0,18.716467848347065,0,0,0
31027003,2,1921,2,1,3,0,0,11,0,0,0,0,0,Sin Observación,0,0,18.716467848347065,0,0,0
31027003,3,1958,1,2,4,0,0,4,0,0,1,225000,1,Sin Observación,0,0,18.716467848347065,0,0,0
31027003,4,1959,2,3,3,0,0,11,0,0,0,105000,0,"NO TRABAJA , LEAYUDAN SUS HIJOS ",0,0,18.716467848347065,0,0,0
31027008,1,1980,2,0,4,0,0,6,0,0,1,275000,1,Sin Observación,1,3,18.716467848347065,0,0,0
31027008,2,2005,1,2,3,4,0,14,0,0,0,0,0,DEPENDE DE SUS PADRES,1,2,18.716467848347065,0,0,0
31027010,1,1942,1,0,3,0,0,9,0,0,0,165000,1,Sin Observación,0,0,18.716467848347065,0,0,0
31027010,2,1968,1,2,4,0,0,4,0,0,1,225000,1,Sin Observación,0,0,18.716467848347065,0,0,0
31027010,3,1980,2,2,7,0,1,4,0,0,2,165000,1,"CUANDO REALICE LA PRIMERA VISITA JUDITH SE ENCONTRABA CESANTE , EL MISMO DIA DEL",1,2,18.716467848347065,0,0,0
31027010,4,1981,1,2,4,0,0,12,0,0,0,0,0,Sin Observación,0,0,18.716467848347065,0,0,0
31027010,5,2000,1,3,3,4,0,14,0,0,0,0,0,"AL PARECER NO ESCUCHE BIEN EL NOMBRE DE LA PERSONA O ME TRASPAPELE , ESTA ENCUES",1,2,18.716467848347065,0,0,0
31027017,1,1947,1,0,3,0,0,9,0,0,0,475000,1,Sin Observación,0,0,18.716467848347065,0,1,0
31027017,2,1958,2,1,3,0,0,4,0,0,1,275000,1,Sin Observación,1,2,18.716467848347065,0,0,0
31027017,3,1984,2,2,6,6,0,14,0,0,0,0,0,Sin Observación,1,2,18.716467848347065,0,0,0
31027017,4,1990,2,2,6,6,0,14,0,0,0,0,0,Sin Observación,0,0,18.716467848347065,0,0,0
31027017,5,1995,2,2,4,4,0,14,0,0,0,0,0,Sin Observación,1,4,18.716467848347065,0,0,0
31036003,1,1960,1,0,3,0,0,5,0,0,1,350000,1,Sin Observación,1,2,18.716467848347065,0,0,0
31036003,2,1973,2,1,4,0,0,6,0,0,1,275000,1,Sin Observación,1,4,18.716467848347065,0,0,0
31036003,3,1997,1,2,4,4,0,14,0,0,0,0,0,Sin Observación,1,2,18.716467848347065,0,0,0
31036004,1,1957,1,0,4,0,0,4,0,0,1,0,0,Sin Observación,1,2,18.716467848347065,0,0,0
31036004,2,1958,2,1,4,0,0,6,0,0,3,165000,1,Sin Observación,1,2,18.716467848347065,0,0,0
31036004,3,1997,1,2,4,4,0,14,0,0,0,0,0,Sin Observación,1,2,18.716467848347065,0,0,0
31036011,1,1968,1,0,4,0,0,4,0,0,1,350000,1,Sin Observación,1,2,18.716467848347065,0,0,0
31036011,2,1976,2,1,4,0,0,11,0,0,0,0,0,Sin Observación,1,2,18.716467848347065,0,0,0
31036011,3,2000,1,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,18.716467848347065,0,0,0
31036011,4,2008,1,2,2,3,0,14,0,0,0,0,0,Sin Observación,1,2,18.716467848347065,0,0,0
31036013,1,1949,2,0,3,0,0,11,0,0,0,105000,1,Recibe de ingreso . pension de viudez,1,4,18.716467848347065,0,0,0
31036013,2,1969,1,3,4,0,0,4,0,0,1,275000,1,"NO FUE ENCUESTADO PERSONALMENTE YA QUE FUE IMPOSIBLE ENCONTRARLO EN EL HOGAR , P",1,2,18.716467848347065,0,0,0
31036013,3,1989,2,3,4,0,0,4,0,0,1,165000,1,Sin Observación,1,2,18.716467848347065,0,0,0
31036013,4,2008,2,3,2,3,0,14,0,0,0,0,0,Sin Observación,1,2,18.716467848347065,0,0,0
31036013,5,2012,1,3,2,2,0,14,0,0,0,0,0,Sin Observación,1,2,18.716467848347065,0,0,0
31041003,1,1950,2,0,3,0,0,4,0,0,1,0,0,Sin Observación,1,1,18.716467848347065,0,0,0
31041003,2,1970,1,2,4,0,0,12,0,0,0,40000,1,Sin Observación,0,0,18.716467848347065,0,0,0
31041003,3,1950,1,3,3,0,0,3,0,0,1,225000,1,Sin Observación,0,0,18.716467848347065,0,0,0
31041004,1,1951,2,0,4,0,0,3,0,0,2,275000,1,Sin Observación,1,2,18.716467848347065,0,0,0
31041004,2,1977,2,2,5,0,1,11,0,0,0,0,0,DEPENDE DE SU ESPOSO ,1,4,18.716467848347065,0,0,0
31041004,3,1928,2,3,3,0,0,9,0,0,0,165000,1,Sin Observación,0,0,18.716467848347065,0,0,0
31041004,4,1976,1,3,4,0,0,4,0,0,1,275000,1,"LOS INGRESOS LOS INDICA SU ESPOSA , LA SRA JESSICA , NO LOS IMPUTO YO  ",0,0,18.716467848347065,0,0,0
31041004,5,2005,1,3,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,18.716467848347065,0,0,0
31041004,6,2009,2,3,1,2,0,14,0,0,0,0,0,Sin Observación,1,2,18.716467848347065,0,0,0
31041004,7,2011,1,3,1,0,0,13,0,0,0,0,0,Sin Observación,0,0,18.716467848347065,0,0,0
31041007,1,1954,1,0,4,0,0,9,0,0,0,275000,1,Sin Observación,0,0,18.716467848347065,0,0,0
31041007,2,1961,2,1,3,0,0,11,0,0,0,0,0,Sin Observación,0,0,18.716467848347065,0,0,0
31041007,3,1982,1,2,4,0,0,4,0,0,1,225000,1,Sin Observación,1,1,18.716467848347065,0,0,0
31041007,4,1990,2,2,5,7,0,14,0,0,0,0,0,Sin Observación,1,6,18.716467848347065,0,0,0
31041007,5,2008,1,3,2,3,0,14,0,0,0,0,0,Sin Observación,1,4,18.716467848347065,0,0,0
31041007,6,2010,1,3,1,2,0,14,0,0,0,0,0,Sin Observación,1,4,18.716467848347065,0,0,0
31041008,1,1951,1,0,6,0,0,4,0,0,1,350000,1,Sin Observación,1,1,18.716467848347065,0,0,1
31041008,2,1950,2,1,4,0,0,11,0,0,0,0,0,LA MANTIENE SU ESPOSO.,1,6,18.716467848347065,0,0,0
31046001,1,1957,2,0,4,0,0,11,0,0,0,0,0,Sin Observación,0,0,18.716467848347065,0,0,0
31046001,2,1981,2,2,4,0,0,13,0,0,0,0,0,Sin Observación,1,2,18.716467848347065,0,0,0
31046001,3,2011,1,2,1,0,0,13,0,0,0,0,0,Sin Observación,0,0,18.716467848347065,0,0,0
31046001,4,1988,1,2,6,6,0,14,0,0,0,0,0,,1,3,18.716467848347065,0,0,0
31046001,5,1980,1,3,4,0,0,5,0,0,1,165000,1,Sin Observación,1,2,18.716467848347065,0,0,0
31046001,6,1983,2,3,4,0,0,3,0,0,1,165000,1,NO FUE A TRABAJAR POR TENER MEDICO,1,5,18.716467848347065,0,0,0
31046002,1,1934,2,0,3,0,0,9,0,0,0,225000,1,NO FUE ENTREVISTADA PERSONALMENTE EN LA SEGUNDA VISISTA,0,0,18.716467848347065,0,0,0
31046002,2,1955,2,2,4,0,0,7,0,0,3,225000,1,,1,2,18.716467848347065,0,0,0
31046005,1,1945,1,0,3,0,0,3,0,0,1,225000,1,Sin Observación,1,2,18.716467848347065,0,0,0
31046005,2,1952,2,1,3,0,0,11,0,0,0,0,0,Sin Observación,1,2,18.716467848347065,0,0,0
31046005,3,1985,2,2,5,0,1,12,0,0,0,0,0,Sin Observación,0,0,18.716467848347065,0,0,0
31046005,4,1993,1,3,4,0,0,4,0,0,1,225000,1,Sin Observación,1,2,18.716467848347065,0,0,0
31046006,1,1963,1,0,3,0,0,5,0,0,1,225000,1,Sin Observación,1,2,18.716467848347065,0,0,0
31046006,2,1972,2,1,4,0,0,4,0,0,1,165000,1,Sin Observación,1,2,18.716467848347065,0,0,0
31046006,3,1994,1,2,4,4,0,14,0,0,0,275000,1,,1,2,18.716467848347065,0,1,0
31046006,4,2001,1,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,18.716467848347065,0,0,0
31054002,1,1986,2,0,5,0,1,4,0,0,1,350000,1,no realiza viajes al trabajo ya que se encuentra con post natal,1,2,18.716467848347065,0,0,0
31054002,2,1993,1,1,4,0,0,12,0,0,0,225000,1,Sin Observación,0,0,18.716467848347065,0,0,0
31054002,3,2002,2,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,18.716467848347065,0,0,0
31054002,4,2013,1,2,1,0,0,13,0,0,0,0,0,Sin Observación,0,0,18.716467848347065,0,0,0
31054004,1,1946,1,0,3,0,0,9,0,0,0,275000,1,Sin Observación,1,6,18.716467848347065,0,1,0
31054004,2,1948,2,1,3,0,0,11,0,0,0,0,0,Sin Observación,1,2,18.716467848347065,0,0,0
31054004,3,1975,2,2,4,0,0,13,0,0,0,0,0,Sin Observación,1,2,18.716467848347065,0,0,0
31054004,4,1979,2,2,7,0,1,1,0,0,1,165000,1,Sin Observación,1,2,18.716467848347065,0,0,0
31054004,5,1973,1,3,7,0,1,1,0,0,1,475000,1,Sin Observación,1,7,18.716467848347065,0,0,0
31054005,1,1929,2,0,1,0,0,9,0,0,0,105000,1,Sin Observación,1,2,18.716467848347065,0,0,0
31054010,1,1949,1,0,4,0,0,9,0,0,0,105000,1,Sin Observación,1,2,18.716467848347065,0,0,0
31054010,2,1949,2,1,3,0,0,11,0,0,0,0,0,Sin Observación,1,2,18.716467848347065,0,0,0
31054010,3,1978,2,2,6,6,0,14,0,0,0,0,0,Sin Observación,1,4,18.716467848347065,0,0,0
31054010,4,1982,1,3,6,0,0,4,0,0,1,475000,1,Sin Observación,1,2,18.716467848347065,0,0,0
31054010,5,2006,2,3,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,18.716467848347065,0,0,0
31054010,6,2009,2,3,1,0,0,13,0,0,0,0,0,Sin Observación,1,2,18.716467848347065,0,0,0
31059004,1,1933,1,0,4,0,0,9,0,0,0,225000,1,Sin Observación,1,2,18.716467848347065,0,0,0
31059004,2,1931,2,1,4,0,0,11,0,0,0,105000,1,Sin Observación,0,0,18.716467848347065,0,0,0
31059007,1,1945,2,0,3,0,0,11,0,0,0,105000,1,Sin Observación,0,0,18.716467848347065,0,0,0
31059007,2,1984,2,2,4,0,0,4,0,0,1,350000,1,Sin Observación,1,2,18.716467848347065,0,0,0
31059008,1,1943,2,0,3,0,0,11,0,0,0,105000,1,,0,0,18.716467848347065,0,0,0
31059008,2,1940,1,1,4,0,0,9,0,0,0,105000,1,,0,0,18.716467848347065,0,0,0
31059008,3,1972,1,2,7,0,1,12,0,0,0,225000,1,Recibe seguro de cesantia ,1,2,18.716467848347065,0,0,0
31059009,1,1950,1,0,3,0,0,9,0,0,0,105000,1,Sin Observación,1,2,18.716467848347065,0,0,0
31059009,2,1954,2,1,3,0,0,6,0,0,2,165000,1,Sin Observación,1,4,18.716467848347065,0,0,0
31059009,3,1991,1,2,4,0,0,4,0,0,1,275000,1,Sin Observación,0,0,18.716467848347065,0,0,0
31059009,4,1988,1,2,4,0,0,4,0,0,1,275000,1,Sin Observación,1,2,18.716467848347065,0,0,0
31059009,5,1991,2,3,3,0,0,11,0,0,0,0,0,Sin Observación,0,0,18.716467848347065,0,0,0
31059012,1,1947,1,0,4,0,0,9,0,0,0,0,0,Sin Observación,1,2,18.716467848347065,0,0,0
31059012,2,1947,2,1,4,0,0,9,0,0,0,165000,1,Sin Observación,1,2,18.716467848347065,0,1,0
31060902,1,1956,1,0,4,0,0,3,0,0,1,275000,1,Sin Observación,1,4,18.716467848347065,0,0,0
31060902,2,1957,2,1,3,0,0,11,0,0,0,165000,1,Sin Observación,1,4,18.716467848347065,0,1,0
31060903,1,1954,1,0,4,0,0,5,0,0,1,275000,1,Sin Observación,1,2,18.716467848347065,0,0,0
31060903,2,1962,2,1,4,0,0,11,0,0,0,0,0,Sin Observación,0,0,18.716467848347065,0,0,0
